Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;Sw;PasCrs;TI;CK;CkIn;CkOut;CkStr;PasCmp;PasOff;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Blocks;BlkSh;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;ToAtt;ToSuc;ToSuc%;ToTkl;ToTkl%;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;Rec;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%;Cluster;Overall
1028;Marc GuÃ©hi;ENG;DF;Crystal Palace;Premier League;22;2000;21;21;1890;21.00;0;0.33;0.19;57.10;0.00;0.00;9.10;0.00;0.00;0.00;49.40;57.00;86.80;991.70;378.90;15.80;17.30;91.20;28.20;30.00;94.30;5.19;9.05;57.40;0.00;0.14;3.38;0.05;0.00;3.10;57.00;54.70;2.14;2.10;0.00;0.90;0.00;0.05;0.00;0.00;0.00;0.00;49.40;0.14;0.24;0.71;0.57;0.00;0.00;0.10;0.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.57;0.76;1.33;0.24;0.00;0.90;1.33;67.90;0.43;1.48;0.90;0.57;1.14;2.71;3.71;0.10;67.30;12.00;38.30;27.70;1.62;0.71;67.30;0.33;0.10;28.60;0.05;14.30;38.40;169.10;97.00;0.33;0.29;0.00;0.48;0.19;44.10;0.10;0.33;0.00;0.00;0.71;1.10;0.00;0.00;0.76;0.00;0.00;0.05;5.86;1.24;1.10;53.10;3;25.89
1029;MattÃ©o Guendouzi;FRA;MF;Marseille;Ligue 1;23;1999;21;17;1462;16.20;1;1.30;0.25;19.00;0.05;0.25;16.00;0.00;0.00;0.00;47.40;54.40;87.10;814.60;221.40;21.40;23.90;89.70;19.10;21.10;90.60;5.00;6.11;81.80;0.19;0.93;5.80;1.23;0.12;6.79;54.40;52.50;1.79;1.30;0.12;0.37;0.86;0.19;0.19;0.00;0.00;0.00;47.40;0.19;0.99;2.53;2.04;0.06;0.19;0.00;0.12;0.12;0.31;0.25;0.00;0.00;0.00;0.06;0.00;1.48;0.74;0.31;0.93;0.25;0.56;1.54;36.00;0.99;0.49;0.19;0.31;0.99;2.47;0.62;0.00;61.90;1.17;8.09;35.20;19.70;2.90;61.90;1.48;0.62;41.70;0.68;45.80;50.60;304.90;156.60;1.85;2.28;0.43;1.05;0.49;47.10;4.20;0.12;0.00;0.00;1.17;1.67;0.00;0.86;0.74;0.00;0.00;0.06;6.11;1.17;1.17;50.00;4;35.03
1030;RaphaÃ«l Guerreiro;POR;DF;Dortmund;Bundesliga;29;1993;16;16;1390;15.40;1;0.97;0.39;40.00;0.07;0.17;22.70;0.26;0.00;0.00;56.90;68.00;83.80;816.00;313.80;33.90;37.30;90.90;18.10;21.10;85.50;2.47;5.06;48.70;0.39;1.56;5.32;1.62;0.32;6.95;68.00;57.50;10.40;2.08;0.19;0.26;2.66;7.47;0.84;0.00;0.71;0.00;56.90;0.06;1.36;3.38;2.60;0.32;0.19;0.19;0.00;0.06;0.45;0.39;0.06;0.00;0.00;0.00;0.00;1.30;0.52;0.58;0.52;0.19;0.84;1.43;59.10;0.58;0.84;0.06;0.78;1.56;2.86;0.65;0.00;76.00;2.01;17.30;39.20;20.20;2.14;76.00;1.56;0.97;62.50;0.58;37.50;43.00;204.50;111.90;2.40;1.10;0.65;1.30;0.71;48.10;5.06;0.19;0.00;0.00;0.32;0.39;0.13;2.66;0.52;0.00;0.00;0.00;7.27;0.19;0.32;37.50;2;23.93
1031;Evann Guessand;FRA;FWMF;Nantes;Ligue 1;21;2001;21;12;949;10.50;2;1.43;0.76;53.30;0.13;0.25;9.60;0.00;0.00;0.00;15.40;23.00;67.20;226.00;70.10;8.57;11.10;76.90;5.14;8.00;64.30;0.95;2.19;43.50;0.19;1.05;1.43;0.95;0.19;2.67;23.00;22.50;0.29;0.10;0.10;0.19;2.48;0.10;0.00;0.00;0.00;0.00;15.40;0.19;0.67;2.29;1.33;0.00;0.48;0.29;0.19;0.00;0.38;0.29;0.00;0.10;0.00;0.00;0.00;1.33;1.05;0.48;0.67;0.19;0.38;0.86;44.40;0.48;1.24;0.10;1.14;0.48;1.81;0.19;0.00;36.00;0.48;4.67;16.70;15.80;3.52;36.00;5.62;2.95;52.50;2.29;40.70;27.60;228.20;101.90;3.24;1.52;0.48;3.62;1.90;26.60;7.62;0.19;0.00;0.00;2.38;1.62;0.29;2.48;1.05;0.00;0.00;0.00;4.48;2.10;2.10;50.00;1;33.85
1032;Ander Guevara;ESP;MF;Real Sociedad;La Liga;25;1997;5;1;135;1.50;0;0.67;0.00;0.00;0.00;0.00;23.70;0.00;0.00;0.00;72.00;80.00;90.00;1108.70;252.70;38.70;39.30;98.30;28.70;31.30;91.50;2.67;4.67;57.10;0.00;2.67;13.30;0.67;0.00;6.00;80.00;79.30;0.00;0.00;0.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;72.00;0.67;0.67;3.33;3.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.33;0.00;0.00;0.67;0.67;0.00;0.67;0.00;0.67;2.00;0.67;1.33;0.67;2.00;1.33;0.00;88.00;0.67;8.00;54.70;26.00;0.00;88.00;0.67;0.67;100.00;0.00;0.00;58.00;250.00;126.00;0.67;2.00;0.00;0.67;0.67;69.30;0.67;0.67;0.00;0.00;1.33;2.00;0.00;0.00;0.00;0.00;0.00;0.00;3.33;1.33;1.33;50.00;4;33.99
1033;Pape Gueye;SEN;MF;Sevilla;La Liga;24;1999;2;2;172;1.90;0;2.11;0.00;0.00;0.00;0.00;15.40;0.00;0.00;0.00;31.60;37.90;83.30;587.40;159.50;14.70;16.30;90.30;12.10;15.30;79.30;4.74;5.79;81.80;0.53;0.53;3.16;0.00;0.00;3.16;37.90;37.40;0.53;0.53;0.53;1.05;0.53;0.00;0.00;0.00;0.00;0.00;31.60;0.00;0.53;1.05;0.53;0.00;0.53;0.00;0.00;0.00;0.53;0.53;0.00;0.00;0.00;0.00;0.00;3.16;3.16;0.53;1.58;1.05;1.05;1.58;66.70;0.53;2.11;0.53;1.58;1.58;4.74;0.53;0.00;49.50;2.63;10.50;27.40;11.60;1.58;49.50;1.05;1.05;100.00;0.00;0.00;36.80;148.90;67.90;0.00;0.53;0.00;2.11;1.58;37.40;2.63;0.00;0.00;0.00;2.11;4.74;0.00;0.53;3.16;0.00;0.00;0.00;2.11;1.05;1.05;50.00;8;64.09
1034;Pape Gueye;SEN;MFDF;Marseille;Ligue 1;24;1999;14;4;492;5.50;1;1.45;0.73;50.00;0.13;0.25;16.80;0.00;0.00;0.00;49.30;58.20;84.70;902.90;234.70;18.20;19.30;94.30;25.80;30.00;86.10;4.55;7.09;64.10;0.18;0.73;4.00;1.09;0.36;5.64;58.20;55.30;2.73;1.64;0.00;0.36;0.55;1.09;0.00;0.00;0.00;0.00;49.30;0.18;0.36;1.82;1.82;0.00;0.00;0.00;0.00;0.00;0.18;0.18;0.00;0.00;0.00;0.00;0.00;3.27;1.27;1.82;1.27;0.18;1.27;2.73;46.70;1.45;1.64;0.36;1.27;1.64;4.91;0.36;0.00;70.50;1.64;13.10;44.70;13.30;1.27;70.50;1.27;0.18;14.30;0.73;57.10;54.00;306.70;160.20;1.64;0.73;0.18;1.27;1.09;49.30;2.36;0.18;0.00;0.00;1.82;2.18;0.18;0.55;1.27;0.00;0.00;0.00;7.64;2.00;0.91;68.80;8;64.09
1035;Josuha Guilavogui;FRA;MFDF;Wolfsburg;Bundesliga;32;1990;13;4;524;5.80;1;0.52;0.17;33.30;0.33;1.00;14.50;0.00;0.00;0.00;33.80;43.40;77.80;667.20;206.40;12.40;15.70;79.10;16.00;20.20;79.50;5.17;6.38;81.10;0.00;0.69;3.62;0.86;0.00;3.28;43.40;42.40;0.86;0.52;0.00;0.52;0.17;0.34;0.00;0.00;0.00;0.00;33.80;0.17;0.34;1.55;1.38;0.00;0.00;0.00;0.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.38;0.86;0.00;1.21;0.17;0.34;1.90;18.20;1.55;2.07;1.21;0.86;1.38;2.76;3.97;0.00;55.90;5.17;15.90;32.90;7.24;1.03;55.90;0.34;0.34;100.00;0.00;0.00;21.40;79.30;29.70;0.17;0.52;0.00;0.86;0.69;27.90;0.86;0.34;0.00;0.00;3.10;0.86;0.34;0.17;0.86;0.00;0.00;0.00;6.55;3.28;3.45;48.70;8;45.24
1036;Frederic Guilbert;FRA;DF;Strasbourg;Ligue 1;28;1994;3;2;173;1.90;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;37.40;56.30;66.40;651.10;294.20;17.40;22.60;76.70;13.20;18.40;71.40;4.74;11.60;40.90;0.00;1.58;1.05;1.05;0.53;2.63;56.30;36.80;19.50;1.58;0.00;0.00;5.26;16.30;1.58;0.53;1.05;0.00;37.40;0.00;2.11;3.16;1.58;1.05;0.00;0.00;0.00;0.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.74;3.16;2.63;1.58;0.53;2.11;3.16;66.70;1.05;2.11;0.53;1.58;3.16;7.89;1.58;0.53;71.60;4.21;18.90;32.10;22.10;0.00;71.60;2.63;0.53;20.00;2.11;80.00;35.80;211.60;85.80;1.05;2.11;0.00;2.11;0.00;30.50;6.84;0.53;0.00;0.00;1.58;1.05;0.00;5.26;3.16;0.00;0.00;0.00;5.79;1.58;1.58;50.00;4;44.55
1037;Hugo GuillamÃ³n;ESP;MF;Valencia;La Liga;23;2000;17;14;1140;12.70;1;0.16;0.08;50.00;0.00;0.00;26.10;0.00;0.08;0.08;49.10;59.10;83.10;926.20;242.90;20.80;23.20;89.50;18.90;22.10;85.40;7.72;10.10;76.60;0.31;1.65;5.20;0.63;0.08;5.51;59.10;53.20;5.43;4.09;0.24;1.10;1.97;0.08;1.10;0.16;0.94;0.00;49.10;0.39;0.71;3.39;2.13;0.94;0.00;0.00;0.24;0.08;0.39;0.31;0.08;0.00;0.00;0.00;0.00;1.02;0.39;0.55;0.47;0.00;0.24;1.34;17.60;1.10;0.71;0.08;0.63;0.94;1.97;0.94;0.16;66.00;2.99;15.10;36.80;14.70;0.39;65.90;0.24;0.00;0.00;0.16;66.70;36.20;146.80;67.60;0.79;0.94;0.00;0.39;0.94;45.40;1.10;0.39;0.00;0.00;1.97;2.20;0.00;1.97;0.39;0.00;0.08;0.08;5.51;1.02;0.94;52.00;1;36.04
1038;Bruno GuimarÃ£es;BRA;MF;Newcastle Utd;Premier League;25;1997;17;17;1397;15.50;3;0.90;0.32;35.70;0.21;0.60;22.10;0.00;0.00;0.00;44.60;54.70;81.60;772.50;216.90;21.50;24.30;88.60;16.70;19.50;85.80;4.97;7.35;67.50;0.19;1.16;4.65;1.87;0.06;7.10;54.70;53.00;1.29;0.84;0.71;0.71;0.45;0.26;0.19;0.00;0.00;0.00;44.60;0.39;0.90;2.97;2.39;0.06;0.06;0.00;0.32;0.13;0.45;0.39;0.00;0.00;0.00;0.00;0.06;2.45;1.23;0.65;1.61;0.19;1.03;1.87;55.20;0.84;1.29;0.19;1.10;1.35;3.81;0.84;0.06;67.00;2.32;13.20;37.50;17.20;1.16;67.00;3.03;1.35;44.70;1.10;36.20;42.80;227.20;93.30;1.10;1.55;0.06;1.29;2.32;48.50;0.77;0.19;0.00;0.00;1.42;2.71;0.00;0.45;1.23;0.00;0.00;0.00;8.13;0.58;0.39;60.00;1;41.47
1039;Sehrou Guirassy;GUI;MF;Rennes;Ligue 1;26;1996;1;0;23;0.30;0;6.67;3.33;50.00;0.00;0.00;10.50;0.00;0.00;0.00;26.70;26.70;100.00;223.30;23.30;20.00;20.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.67;3.33;0.00;0.00;0.00;26.70;26.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26.70;0.00;0.00;6.67;6.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;43.30;3.33;3.33;10.00;30.00;16.70;43.30;0.00;0.00;0.00;0.00;0.00;30.00;143.30;0.00;0.00;0.00;0.00;0.00;3.33;26.70;20.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.33;0.00;0.00;0.00;6;42.41
1040;Sehrou Guirassy;GUI;FW;Stuttgart;Bundesliga;26;1996;13;12;976;10.80;6;2.59;0.93;35.70;0.18;0.50;16.50;0.00;0.09;0.09;17.00;24.80;68.70;238.50;38.80;10.40;12.90;80.60;4.91;6.85;71.60;0.74;1.76;42.10;0.00;1.02;0.83;0.37;0.00;1.76;24.80;23.30;1.48;0.09;0.09;0.37;0.56;0.00;0.09;0.00;0.00;0.00;17.00;0.00;0.83;2.31;1.30;0.00;0.09;0.37;0.56;0.00;0.09;0.00;0.00;0.00;0.00;0.09;0.00;0.19;0.09;0.09;0.09;0.00;0.09;0.09;100.00;0.00;0.46;0.09;0.37;0.00;0.19;0.93;0.00;36.10;1.02;2.13;19.00;15.20;5.09;36.00;1.39;0.37;26.70;0.56;40.00;20.00;96.00;43.20;1.39;1.30;0.93;3.43;0.93;29.00;5.19;0.28;0.09;0.09;1.02;2.13;0.56;0.56;0.09;0.09;0.00;0.00;2.59;2.50;2.31;51.90;6;42.41
1041;Rafik Guitane;FRA;FW;Reims;Ligue 1;23;1999;1;0;3;0.00;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;3.00;1.00;2.00;1.00;0.00;0.00;3.00;0.00;0.00;0.00;0.00;0.00;1.00;7.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;3;0.32
1042;PÃ©ter GulÃ¡csi;HUN;GK;RB Leipzig;Bundesliga;32;1990;6;6;540;6.00;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31.50;35.80;87.90;709.50;380.80;7.33;7.33;100.00;18.70;18.70;100.00;5.50;9.83;55.90;0.00;0.00;0.50;0.00;0.00;0.00;35.80;28.80;7.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31.50;0.00;0.00;0.17;0.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.33;0.00;37.50;30.00;37.50;0.00;0.00;0.00;37.50;0.00;0.00;0.00;0.00;0.00;23.70;104.20;50.50;0.00;0.00;0.00;0.00;0.00;19.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;8;
1043;Manuel Gulde;GER;DFFW;Freiburg;Bundesliga;32;1991;7;2;141;1.60;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;46.30;55.00;84.10;890.00;236.90;16.90;18.80;90.00;24.40;25.00;97.50;5.00;10.00;50.00;0.00;0.00;3.13;0.00;0.00;3.13;55.00;54.40;0.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;46.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.63;0.00;0.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.88;2.50;3.75;0.00;61.30;5.00;28.80;30.60;1.88;0.63;61.30;0.00;0.00;0.00;0.00;0.00;38.80;170.60;95.00;1.25;0.00;0.00;0.00;0.63;45.00;0.63;0.00;0.00;0.00;2.50;0.63;0.00;0.00;0.00;0.00;0.00;0.00;3.13;1.88;3.75;33.30;9;10.26
1044;Gerard Gumbau;ESP;MF;Elche;La Liga;28;1994;18;14;1261;14.00;0;1.00;0.21;21.40;0.00;0.00;27.10;0.21;0.00;0.00;33.90;45.20;75.00;657.10;202.90;14.00;16.40;85.60;12.70;15.40;82.80;5.64;9.71;58.10;0.21;1.64;3.57;0.93;0.29;4.50;45.20;39.40;5.29;2.21;0.21;1.57;4.64;0.07;2.71;1.36;1.14;0.00;33.90;0.57;1.07;3.00;1.71;1.21;0.00;0.00;0.07;0.00;0.21;0.00;0.21;0.00;0.00;0.00;0.00;1.71;1.00;1.00;0.64;0.07;0.57;1.43;40.00;0.86;1.36;0.50;0.86;0.86;2.57;1.57;0.00;54.70;2.43;11.10;31.20;12.70;0.50;54.70;0.64;0.07;11.10;0.29;44.40;27.90;115.90;52.40;0.50;0.64;0.07;0.79;0.21;32.50;1.07;0.43;0.00;0.00;2.00;0.64;0.00;4.64;1.00;0.00;0.00;0.00;5.50;0.71;0.86;45.50;5;31.44
1045;Robert Gumny;POL;DF;Augsburg;Bundesliga;24;1998;16;14;1286;14.30;1;0.35;0.21;60.00;0.20;0.33;9.20;0.00;0.00;0.00;23.70;36.90;64.20;423.60;180.70;10.70;14.10;76.10;9.93;14.50;68.30;2.52;6.29;40.00;0.07;0.49;1.40;0.49;0.28;2.45;36.90;29.10;7.69;0.21;0.00;0.14;1.26;7.48;0.00;0.00;0.00;0.00;23.70;0.14;0.70;1.33;0.91;0.07;0.00;0.00;0.21;0.14;0.14;0.07;0.00;0.00;0.00;0.00;0.07;1.68;1.12;0.56;0.84;0.28;0.42;1.05;40.00;0.63;0.84;0.28;0.56;1.26;2.94;2.94;0.07;47.30;3.78;17.80;20.20;9.79;1.26;47.30;0.63;0.14;22.20;0.28;44.40;18.50;84.90;39.00;1.26;0.98;0.07;1.05;0.70;18.30;2.31;0.21;0.00;0.00;1.12;0.98;0.00;1.26;1.12;0.00;0.00;0.00;5.31;2.45;2.45;50.00;7;25.61
1046;Ãlkay GÃ¼ndoÃ°an;GER;MF;Manchester City;Premier League;32;1990;18;14;1252;13.90;2;2.23;0.58;25.80;0.06;0.25;18.50;0.14;0.00;0.00;50.10;57.30;87.30;767.10;180.30;27.50;29.90;92.00;17.30;19.10;90.60;3.60;4.60;78.10;0.14;2.01;5.83;1.58;0.00;7.27;57.30;55.50;1.80;0.58;0.65;0.29;1.08;0.22;1.01;0.43;0.14;0.00;50.10;0.00;0.94;4.10;3.17;0.50;0.00;0.29;0.07;0.07;0.65;0.43;0.07;0.00;0.07;0.07;0.00;1.37;0.79;0.14;0.58;0.65;0.65;1.22;52.90;0.58;0.72;0.22;0.50;1.01;2.37;0.65;0.00;67.20;1.22;8.27;34.20;25.00;3.67;67.20;1.65;0.43;26.10;0.79;47.80;37.20;196.00;98.80;2.30;1.58;0.29;1.15;1.01;51.90;5.54;0.00;0.00;0.00;1.01;0.86;0.22;1.08;0.79;0.07;0.00;0.00;6.04;1.01;0.43;70.00;1;42.28
1047;Christian GÃ¼nter;GER;DFMF;Freiburg;Bundesliga;29;1993;20;20;1765;19.60;0;1.07;0.31;28.60;0.00;0.00;21.60;0.00;0.00;0.00;32.30;45.20;71.40;547.80;192.40;15.40;17.80;86.80;11.80;16.20;73.20;3.11;7.45;41.80;0.10;1.99;1.68;1.22;0.92;2.60;45.20;34.00;11.10;1.48;0.00;0.66;6.43;7.19;2.40;1.33;0.87;0.00;32.30;0.10;1.07;3.21;2.09;0.82;0.15;0.15;0.00;0.00;0.15;0.15;0.00;0.00;0.00;0.00;0.00;1.07;0.71;0.66;0.31;0.10;0.51;1.53;33.30;1.02;0.66;0.20;0.46;0.56;1.63;1.17;0.00;50.90;1.89;10.20;21.90;19.10;1.73;50.90;0.36;0.26;71.40;0.10;28.60;24.60;111.30;49.00;1.48;1.12;0.20;0.56;0.41;29.20;4.13;0.20;0.00;0.00;1.02;0.36;0.20;6.43;0.71;0.00;0.05;0.00;4.03;0.31;1.02;23.10;6;13.46
1048;Koray GÃ¼nter;GER;DF;Hellas Verona;Serie A;28;1994;13;11;1003;11.10;1;0.81;0.09;11.10;0.11;1.00;14.20;0.00;0.00;0.00;29.10;38.00;76.50;619.00;285.80;9.19;11.40;81.00;14.40;16.50;87.40;5.23;9.10;57.40;0.00;0.72;2.79;0.09;0.09;3.24;38.00;36.00;1.89;1.80;0.00;0.27;0.27;0.09;0.00;0.00;0.00;0.00;29.10;0.09;0.45;1.17;0.90;0.09;0.00;0.18;0.00;0.00;0.09;0.00;0.00;0.00;0.09;0.00;0.00;0.90;0.54;0.09;0.72;0.09;0.36;0.63;57.10;0.27;2.16;1.35;0.81;2.70;3.60;4.14;0.00;50.20;7.39;25.50;22.70;2.61;0.90;50.20;0.36;0.27;75.00;0.09;25.00;19.90;109.80;66.00;0.63;0.54;0.00;0.27;0.09;20.70;0.27;0.27;0.00;0.00;1.53;0.90;0.00;0.27;0.54;0.00;0.00;0.00;7.30;1.98;1.89;51.20;7;27.00
1049;Gorka Guruzeta;ESP;FWMF;Athletic Club;La Liga;26;1996;14;5;525;5.80;5;3.97;1.72;43.50;0.22;0.50;14.10;0.00;0.00;0.00;17.10;22.90;74.40;243.40;47.40;8.79;10.50;83.60;5.17;6.90;75.00;1.03;1.21;85.70;0.00;0.69;1.03;0.52;0.00;2.24;22.90;21.00;1.72;0.00;0.00;0.34;0.17;0.52;0.00;0.00;0.00;0.00;17.10;0.17;1.55;2.24;1.55;0.00;0.00;0.69;0.00;0.00;0.17;0.00;0.00;0.00;0.17;0.00;0.00;1.38;1.38;0.34;0.69;0.34;0.86;1.38;62.50;0.52;1.03;0.00;1.03;0.69;2.07;0.34;0.00;34.50;0.69;2.59;15.70;16.40;4.48;34.50;0.52;0.17;33.30;0.34;66.70;19.10;65.30;21.60;0.52;0.52;0.34;1.90;1.90;24.70;6.55;0.17;0.00;0.00;2.07;0.69;2.07;0.17;1.38;0.00;0.00;0.00;2.76;1.72;2.76;38.50;5;44.71
1050;Malo Gusto;FRA;DF;Lyon;Ligue 1;19;2003;17;17;1442;16.00;0;0.38;0.13;33.30;0.00;0.00;22.00;0.00;0.00;0.00;66.90;82.00;81.60;1083.90;350.00;34.60;38.70;89.30;26.10;31.30;83.60;4.69;7.69;61.00;0.06;1.44;5.13;2.25;1.69;4.75;82.00;70.10;11.80;1.25;0.06;0.00;6.50;10.40;0.06;0.00;0.00;0.00;66.90;0.19;2.31;2.88;2.38;0.13;0.25;0.00;0.13;0.00;0.13;0.13;0.00;0.00;0.00;0.00;0.00;2.13;1.31;1.06;0.63;0.44;0.94;2.00;46.90;1.06;1.31;0.25;1.06;1.50;3.63;1.31;0.06;92.30;2.69;19.90;44.00;29.40;1.19;92.30;3.00;1.25;41.70;1.19;39.60;68.20;384.20;177.10;3.75;4.38;0.50;1.06;0.63;61.40;8.56;0.06;0.00;0.00;0.88;1.38;0.13;6.50;1.31;0.00;0.00;0.00;8.00;0.50;0.94;34.80;1;30.89
1051;RaÃºl Guti;ESP;MF;Elche;La Liga;26;1996;15;9;763;8.50;0;0.94;0.47;50.00;0.00;0.00;19.00;0.00;0.00;0.00;24.70;30.00;82.40;365.10;97.20;14.70;16.60;88.70;6.24;7.18;86.90;2.24;3.76;59.40;0.00;0.00;1.65;0.12;0.00;1.76;30.00;29.40;0.47;0.35;0.00;0.82;0.47;0.00;0.12;0.00;0.12;0.00;24.70;0.12;0.35;1.06;0.82;0.00;0.12;0.12;0.00;0.00;0.24;0.24;0.00;0.00;0.00;0.00;0.00;1.65;0.94;0.71;0.82;0.12;0.82;1.76;46.70;0.94;0.94;0.24;0.71;0.82;2.47;0.35;0.00;38.90;1.06;10.40;21.30;7.41;0.94;38.90;0.94;0.24;25.00;0.71;75.00;23.40;98.00;35.60;0.47;0.94;0.24;1.41;1.53;26.70;1.41;0.12;0.00;0.00;0.82;1.88;0.00;0.47;0.94;0.00;0.00;0.00;5.18;0.35;0.35;50.00;8;24.75
1052;Miguel GutiÃ©rrez;ESP;DF;Girona;La Liga;21;2001;20;18;1528;17.00;0;0.65;0.06;9.10;0.00;0.00;19.10;0.00;0.00;0.00;39.80;49.90;79.80;623.00;177.20;22.10;24.70;89.50;14.20;17.50;81.50;2.65;4.88;54.20;0.12;0.94;3.00;0.94;0.53;4.00;49.90;41.10;8.65;0.65;0.12;0.00;3.76;7.88;0.12;0.00;0.00;0.00;39.80;0.18;1.06;2.29;1.71;0.18;0.24;0.06;0.12;0.00;0.24;0.24;0.00;0.00;0.00;0.00;0.00;1.29;0.71;0.88;0.24;0.18;0.59;0.82;71.40;0.24;0.94;0.12;0.82;0.71;2.00;1.35;0.06;58.50;2.18;16.80;23.50;18.60;1.59;58.50;2.47;1.00;40.50;1.29;52.40;33.50;195.30;86.90;2.76;1.53;0.71;1.29;0.82;37.80;6.06;0.29;0.00;0.00;0.94;0.76;0.00;3.76;0.71;0.00;0.00;0.00;5.47;0.29;0.47;38.50;2;19.64
1053;JoÂško Gvardiol;CRO;DF;RB Leipzig;Bundesliga;21;2002;18;13;1216;13.50;0;0.44;0.15;33.30;0.00;0.00;14.80;0.00;0.00;0.00;76.70;86.60;88.50;1516.40;560.70;24.40;26.10;93.50;43.10;45.80;94.20;8.67;13.10;66.10;0.00;0.44;4.81;0.37;0.00;5.63;86.60;84.00;2.44;2.30;0.00;0.81;0.07;0.15;0.00;0.00;0.00;0.00;76.70;0.15;0.67;1.19;1.11;0.00;0.00;0.07;0.00;0.00;0.15;0.15;0.00;0.00;0.00;0.00;0.00;0.81;0.52;0.52;0.30;0.00;0.37;0.81;45.50;0.44;1.33;0.59;0.74;1.41;2.22;3.26;0.07;95.00;10.00;44.30;49.00;2.15;0.59;95.00;0.67;0.59;88.90;0.07;11.10;67.60;336.90;186.80;1.11;0.30;0.00;0.30;0.22;71.00;0.15;0.07;0.00;0.00;0.89;0.89;0.00;0.07;0.52;0.00;0.07;0.07;6.67;1.56;1.19;56.80;1;26.50
